Text
"Durable Antibacterial and Antifungal Hierarchical Silver-Embedded Poly(vinylidene fluoride- co-hexafluoropropylene) Fabricated Using Electrospinning Chitosan; Electrospinning; Nanofibers The aim of this study was to demonstrate the use of electrospinning to produce hierarchical fibrous structures for antibacterial and antifungal applications. Silver nanoparticles (Ag NPs) are produced in situ within an electrospinning solution with the help of a solvent acting as a reducing agent. Ag NP-filled poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) fibers were produced by electrospinning this solution. The collected fibers were placed on top of a porous anodized aluminum oxide (AAO) template, and the setup was heated above the glass-transition temperature (Tg) of the polymer. Heating above Tg enabled the polymer to flow into the porous channels of the AAO template and led to the fabrication of hierarchical PVDF-HFP fibers filled with Ag NPs. The microstructure of the samples revealed that the nanostructures were formed uniformly on the surface of the fibers. The wettability of the samples was measured by determining the contact angle, and it was revealed that the wettability of hierarchical fibrous structures was higher than the wettability of PVDF-HFP-filled Ag NPs. Lastly, the antimicrobial activity results revealed that both PVDF-HFP fibers filled with Ag NPs and the hierarchical PVDF-HFP fibers filled with Ag NPs exhibited inhibition against methicillin-resistant Staphylococcus aureus (MRSA), Pseudomonas aeruginosa, and Candida albicans. The antibacterial and antifungal performance for the samples was determined, and it was found that the hierarchical fibrous structures showed the highest antibacterial and antifungal performance against MRSA, P. aeruginosa, and C. albicans in comparison to the neat PVDF-HFP fibers and PVDF-HFP fibers filled with Ag NPs. We also demonstrated that these fibers can be strongly antibacterial and antifungal after a number of usages. This may be attributed to the slow and long-lasting release of silver ions from the electrospun fibers. Hierarchical PVDF-HFP filled with Ag NPs showed the lowest relative bacterial viability (less than 5%) against MRSA in all three cycles. The relative bacterial and fungal viability against P. aeruginosa and C. albicans was determined to be less than 15%. These findings demonstrate that the fabricated antibacterial and antifungal fibers show tremendous promise for applications such as air filtration, water treatment, protective clothing, and so forth."
"Distributed participatory design in crowdsourced information systems development Scrum; Agile Software Development; Project Management Distributed participatory design (DPD) is an approach to information systems development (ISD) where different stakeholders participate in the development and design of information systems in distributed design teams which are mostly online on Internet, web-based, and social media platforms. User participation in online DPD projects is primarily voluntary and the participants are typically unaffiliated with the development organisation. Going beyond individual methods, techniques, and practices and to extend research on participatory approaches to ISD beyond conventional settings, roles and types of participants, we are interested in how DPD projects in crowdsourced ISD are managed and performed in their entirety. To answer this research question we studied a case of DPD in crowdsourced ISD in the context of a DPD project which engaged Pacific Youth in the development of a digital game. As contemporary ISD is generally acknowledged as a complex activity we apply complex adaptive systems (CAS) theory to better understand and make recommendations for ISD practice."
"Trends in HIV/AIDS morbidity and mortality in Eastern Mediterranean countries, 1990–2015: findings from the Global Burden of Disease 2015 study Global Burden of Disease; Disability-Adjusted Life Year; Disability Weights Objectives: We used the results of the Global Burden of Disease 2015 study to estimate trends of HIV/AIDS burden in Eastern Mediterranean Region (EMR) countries between 1990 and 2015. Methods: Tailored estimation methods were used to produce final estimates of mortality. Years of life lost (YLLs) were calculated by multiplying the mortality rate by population by age-specific life expectancy. Years lived with disability (YLDs) were computed as the prevalence of a sequela multiplied by its disability weight. Results: In 2015, the rate of HIV/AIDS deaths in the EMR was 1.8 (1.4â€“2.5) per 100,000 population, a 43% increase from 1990 (0.3; 0.2â€“0.8). Consequently, the rate of YLLs due to HIV/AIDS increased from 15.3 (7.6â€“36.2) per 100,000 in 1990 to 81.9 (65.3â€“114.4) in 2015. The rate of YLDs increased from 1.3 (0.6â€“3.1) in 1990 to 4.4 (2.7â€“6.6) in 2015. Conclusions: HIV/AIDS morbidity and mortality increased in the EMR since 1990. To reverse this trend and achieve epidemic control, EMR countries should strengthen HIV surveillance, and scale up HIV antiretroviral therapy and comprehensive prevention services."
"Dynamic Graph Attention Network For Traveling Officer Problem Parking; Internet Of Things; Cruising The proliferation of illegal parking has a major impact on traffic safety and efficiency. The problem of studying how to capture as many parking infringements as possible in a limited time is called Traveling Officer Problem (TOP), which is a variant of Traveling Salesman Problem (TSP). Compared with TSP, the state of the nodes in the path of TOP changes (0 or 1) over time and the time is limited. The purpose of TOP is to capture as many points with the state of 1 as possible in a limited time. According to the parking information provided by the traffic management system, we propose a Dynamic Graph Attention Network (DGAT) to address this problem. The results on real datasets from Melbourne, Australia show that our model has clear advantages over other optimization algorithms in many metrics, especially the capture rate."
"Identifying influential nodes of global terrorism network: A comparison for skeleton network extraction Betweenness; Spreaders; Complex Network The inherent structure and substantial information on global terrorism network are often understood by identifying influential nodes. Recently, novel node identification methods are developed from different perspectives. Each of them has trade-offs and strengths. However, the algorithms for exploring the key influential nodes have been adopted unevenly in light of network extraction research. A set of nodes that is more favorable to define the core network structure is unclear. In this paper, we, therefore, present a comparative study of node identification methods over the global terrorism network. The new insight each method contributes to identifying key influential nodes and core network structure is investigated. Six comparative methods are verified by the SIR model and monotonicity index. We further elaborate on experimental analysis by applying the critical nodes from each method to extract the skeleton network. All extracted skeletons are eventually compared with the original network in terms of node correlation and network structural-equivalence. Thus, the comparison and results not only used to reflect the potential of different methods to a particular network structure but also guide us to select a method that works best for extracting the skeleton network of real-world global terrorism."
"Stroke Severity, and Not Cerebral Infarct Location, Increases the Risk of Infection Brain Ischemia; Inflammation; Middle Cerebral Artery Infarction Infection is a leading cause of death in patients with stroke; however, the impact of cerebral infarct size or location on infectious outcome is unclear. To examine the effect of infarct size on post-stroke infection, we utilised the intraluminal middle-cerebral artery occlusion (MCAO) mouse model of ischemic stroke and adjusted the duration of arterial occlusion. At 1 day following stroke onset, the proportion of mice with infection was significantly greater in mice that had larger infarct sizes. Additionally, the presence of lung infection in these mice with severe strokes extended past 2 days, suggestive of long-term immune impairment. At the acute phase, our data demonstrated an inverse relationship between infarct volume and the number of circulating leukocytes, indicating the elevated risk of infection in more severe stroke is associated with reduced cellularity in peripheral blood, owing predominately to markedly decreased lymphocyte numbers. In addition, the stroke-induced reduction of lymphocyte-to-neutrophil ratio was also evident in the lung of all post-stroke animals. To investigate the effect of infarct location on post-stroke infection, we additionally performed a photothrombotic (PT) model of stroke and using an innovative systematic approach of analysis, we found the location of cerebral infarct does not impact on the susceptibility of post-stroke infection, confirming the greater role of infarct volume over infarct location in the susceptibility to infection. Our experimental findings were validated in a clinical setting and reinforced that stroke severity, and not infarct location, influences the risk of infection after stroke."
"State of the Art on Sustainability Assessment of Positive Energy Districts: Methodologies, Indicators and Future Perspectives Smart Cities; Big Data; Internet of Things The concept of Positive Energy District is one of the main areas of research and extensive applications of the principles of the clean energy transition within the building sector. In the past years, the most widely accepted definitions have focused specifically on carbon neutrality, while several other aspects regarding all sustainability approaches (including environmental, social and economic perspective) were included qualitatively or to a lesser degree. This paper proposes a discussion on the state of the art of the sustainability assessment of Positive Energy Districts, by investigating environmental, social and economic sustainability applications. The three sustainability dimensions are investigated individually first, while discussing methodological insights, key performance indicators used and quantitative results, as well as in an integrated perspective. Finally, the paper describes research gaps and areas for further development on the topic."
"Review of resilience assessment of coastal bridges to extreme wave-induced loads Wave Force; Coast; Tsunamis Coastal bridges are susceptible to severe damage due to wave-induced forces during extreme events such as coastal flooding, hurricanes, storm surges and tsunamis. As a direct impact of climate change, the frequency and intensity of these events are also expected to increase in the future. This paper presents a comprehensive review of a four-phase resilience assessment of coastal bridge structures, namely, (i) characterization of external wave-induced forces, (ii) structural response of bridges, (iii) vulnerability assessment of damaged components, and (iv) post-disaster recovery. The four comprehensive modules are adopted from the classic framework of PEER PBEE and constitute the integrated knowledge needed for the prediction of the resilience of infrastructure under extreme wave-induced loads. The study also presents new expressions for resilience restoration that simultaneously account for the time, resources (cost) and environmental impacts of different recovery options with variable importance levels to different stakeholders."
"“Dropping out and working”: The vocational narratives of creative graduates Cultural Economy; Freelancer; Art This chapter focuses on the vocational narratives of creative graduates. Using qualitative interviews from Australia and the UK, it reflects on how vocational identities are produced by creatives and how they understand the relationship between creative skills and employment more broadly. Using the concept of â€œnarratives of employabilityâ€ and reflecting on the inability of creative graduates to use their educational credentials, we highlight how the â€œlived and narrated experienceâ€ that is not only reported but continuously performed and embodied, becomes a key object of analysis. The findings highlight that such narratives balance a set of common oppositions, such as commitment/flexibility, autonomy/instrumentalism, and personal effort/constraints of social context. We observe that vocational narratives are used in relation to managing (financial) risk and â€œembeddedâ€ forms of creative work, allowing graduates to fine-tune their vocational identity within creative work in and outside of the creative industries."
"A review on process and practices in operation and design modification of ejectors Ejectors; Cold Chain; Heat Pump Systems This work reviews the current operational condition and activities on design modification for different applications of ejectors. Ejectors being a simple mechanical system capable of perform-ing multiple fluid related functions (vacuum generation, pumping, mixing, condensing and heat exchanging), have been an essential part of several industrial processes. Two areas have been em-phasized; internal flow and application-based modifications in components of ejectors. The geometry and inlet flow conditions were found to be the prime influencing factor of its performance. The objective and application-based modifications were performed on the primary nozzle, secondary nozzle, mixing chamber, throat and diffuser. The resultant performance was found to be dependent on operational condition and fluid type. This emphasizes the requirement of application-based design selection of the technology. In addition, the flow dynamics of condensing, non-condensing, particle and slurry flow has been studied based on available literatures. The one-point final objective is to identify the usability of primary water jet ejectors for active vapor transport and condensation, to replace vacuum pump and condenser in compact domestic water desalination system."
"Shape Grammar Approach to 3D Modeling of Indoor Environments Using Point Clouds Point Cloud; Floor Plan; Indoor Environment As-is three-dimensional (3D) models of indoor environments are of paramount importance for a variety of applications such as navigation assistance and emergency response. Whereas manual reconstruction of 3D indoor models is a time-consuming task, methods for automatic or semiautomatic reconstruction can achieve a significant reduction of the time and labor required for indoor modeling. This paper proposes a new shape grammar approach for efficient generation of 3D models of indoor environments from point clouds. The shape grammar derives 3D models of complex environments by using a simple primitive and iterative application of grammar rules governed by a production procedure. The method can reconstruct both building elements and navigable spaces along with their topological relations. It produces 3D parametric models with high geometric accuracy and rich semantic content compliant with building information modeling (BIM) standards. Experiments on synthetic and real data sets show the ability of the method to generate highly accurate indoor models with computation times ranging from seconds to a few minutes. The usefulness of the output models in supporting indoor path planning at varying granularities is also demonstrated."
"Concentrating solar power tower technology: Present status and outlook Parabolic; Solar Power Plants; Solar Thermal Energy The paper examines design and operating data of current concentrated solar power (CSP) solar tower (ST) plants. The study includes CSP with or without boost by combustion of natural gas (NG), and with or without thermal energy storage (TES). Latest, actual specific costs per installed capacity are high, 6,085 $/kW for Ivanpah Solar Electric Generating System (ISEGS) with no TES, and 9,227 $/kW for Crescent Dunes with TES. Actual production of electricity is low and less than the expected. Actual capacity factors are 22% for ISEGS, despite combustion of a significant amount of NG exceeding the planned values, and 13% for Crescent Dunes. The design values were 33% and 52%. The study then reviews the proposed technology updates to improve ratio of solar field power to electric power, capacity factor, matching of production and demand, plant's cost, reliability and life span of plant's components. Key areas of progress are found in materials and manufacturing processes, design of solar field and receiver, receiver and power block fluids, power cycle parameters, optimal management of daily and seasonal operation of the plant, new TES concepts, integration of solar plant with thermal desalination or combined cycle gas turbine (CCGT) installations and specialization of project."
"Phragmites australis associates with belowground fungal communities characterized by high diversity and pathogen abundance Soil Biota; Solidago Canadensis; Soil Microbial symbionts are gaining attention as crucial drivers of invasive species spread and dominance. To date, much research has quantified the net effects of plant-microbe interactions on the relative success of native and invasive species. However, little is known about how the structure (composition and diversity) of microbial symbionts can differ among native and invasive species, or vary across the invasive landscape. Here, we explore the structure of endosphere and soil fungal communities associated with a monoculture-forming widespread invader, Phragmites australis, and co-occurring native species. Using field survey data from marshes in coastal Louisiana, we tested three hypotheses: (1) Phragmites australis root and soil fungal communities differ from that of co-occurring natives, (2) Phragmites australis monocultures harbor distinct fungal communities at the expanding edge compared to the monodominant center, and (3) proximity to the P. australis invading front alters native root endosphere and soil fungal community structure. We found that P. australis cultivates root and soil fungal communities with higher richness, diversity, and pathogen abundances compared to native species. While P. australis was found to have higher endosphere pathogen abundances at its expanding edge compared to the monodominant center, we found no evidence of compositional changes or pathogen spillover in native species in close proximity to the invasion front. This work suggests that field measurements of fungal endosphere communities in native and invasive plants are useful to help understand (or rule out) mechanisms of invasion."
"Integrating teaching and learning with inter-disciplinary action research in support of climate resilient urban development Climate Change Adaptation; Urban Climate; Resilience The capital cities of the South Pacific are experiencing rapid urbanisation pressures as increasing numbers of people migrate to the primary cities either in search of employment and greater access to healthcare and education, or as a consequence of environmental 'push' factors. However, the limited capacity of municipal Governments to respond to the scale and pace of change is leading to a growth of informal settlements in peri-urban locations. Factors of exposure, sensitivity, and adaptive capacity combine to make these informal settlements the most vulnerable areas to natural hazards. In response to this critical urban resilience agenda, this paper looks at how participatory action research is providing inter-disciplinary scientific support for the implementation of urban resilience and climate actions in Honiara, Solomon Islands. Adaptation measures involve a combination of hard and soft actions; as well as activities designed to strengthen local capacity to respond to contemporary resilience challenges. Addressing the adaptive capacity component, this paper also highlights the opportunities for Australian universities to integrate teaching and learning with action research to achieve a substantive real-world impact in the Pacific region, as well as illustrating the capacity strengthening benefits that can be achieved through sustained engagement and collaborative partnerships with local organisations."
"Pandemic responses at the subnational level: Exploring politics, administration, and politicization in Swedish municipalities Network Governance; Sector; Disaster Response The Swedish response to the pandemic at the national level has attracted considerable international attention, but little focus has been placed on the way municipalities dealt with the crisis. Using Hay's dimensions of politicization, namely the capacity for human agency, deliberation in the public domain, and social context, we analyze the politicization of the municipal response to the pandemic in Sweden. We do this based on the analysis of the decision making process to activate (or not) an extraordinary crisis management committee. We find inter alia, that (i) only a quarter of the municipalities activated the committee while a majority of them had an alternate special organization in place; (ii) support to the existing organizational structure was more salient than creating an extraordinary organization, and (iii) a robust municipal structure was deemed to be one able to withstand shocks without resorting to extraordinary governance arrangements. We find a â€˜conditioned politicizationâ€™ of the response, privileging administration over politics."
"Significance of implementing decentralized biogas solutions in india: A viable pathway for biobased economy Anaerobic Digestion; Biofuel; Methane Production In recent years, world economy has achieved considerable economic and social development, but this has resulted in the widespread degradation and depletion of our natural environment. Solid-waste generation increases exponentionally due to the rapid urbanization, but inappropriate waste handling causes health hazards and urban environment degradation. The goal of strengthening bio-based economy is potentially related to biogas solutions with respect to solid waste management in several ways. Bio based economy demands new ways of philosophy and co-opera-tion within and across sectors to minimise the environmental footprint and climate change throughout the value chain. The range and significance of biogas technologies has increased rapidly during the last 30 years for the treatment of organic waste. The typical way of perceiving the role of biogas solutions is as a last step in cascading the biomass where renewable energy in the form of biogas is produced along with bio-fertiliser. Among the existing technologies for waste treatment, anaerobic digestion (AD) plays a key role in reducing waste along with the generation of renewable energy as it plays a key role in reducing the adverse effects on environmental and climatic changes of the biosphere such as the reduction of NOx and CO2 emissions in the atmosphere, leading to reduced carbon foot print and reduction in solid waste accumulation. However, AD of organic waste with conventional digesters is not practicable for the processing of large quantities of waste generated in India. The aim of the present work is to present knowledge and technological gaps between slow rate and high rate biogas solutions that emerged in India, used to replace conventional fuels with renewable and green fuel (biogas) through initiatives taken up by the governmental and private organizations."
"Water/watery/watering: Concepts for Theorising in Environmental Education Water Rights; Political Ecology; Peru The assemblage of water/watery/watering is a lively cartography of how water may be accounted for when theorising with and through environmental education research. Challenging the universalising claims of Western technoscience and the colonial logic of extraction, the article develops an alternative theoretical mapping of environmental education through engagements with Ingold's (2007, 2012, 2015) concepts of lines, knots, and knotting. For this article and for the Special Issue in which it is housed, the concepts of such knottings are defined as an assemblage of haecceities, lived events that are looped, tethered and entangled as material and conceptual agencies that inhere within situated encounters. Thus, this article grapples with the need to account for water differently in contemporary posthuman ecologies. To overcome anthropocentric and mastery-oriented approaches, various other ways to account for water in science or environmental education will continue to come to the surface, bubbling and rushing like a waterfall as they have done in this work. Some of these will include thinking with water, which will be central to a theoretical mapping of water that seeks embrace sticky knots. The article explores a (re)turn to artful practices and encounters as spaces in which posthumanist concepts for environmental education might be cultivated."
"Making time for life: A whole-of-industry initiative to reducing work hours and promoting health and gender inclusion in project-based construction work Work-Family Conflict; Work-Life Balance; Personnel A cross section of participants representing a â€˜vertical sliceâ€™ of the construction industry workforce were interviewed to: (i) understand the way that long hours are experienced by project-based workers and the factors contributing to the long hours culture, and (ii) explore the factors motivating a â€˜whole of industryâ€™ cultural reform initiative focused on reducing work hours in the Australian construction industry. Deeply entrenched systems of work within the construction industry, including competitive tendering processes and the imposition of financial penalties for time overruns, contribute to long work hours that are detrimental to workers' health and wellbeing. Moreover, construction companies develop project programs on the basis of assumptions that projects will run smoothly in all respects. Risks associated with program â€˜slippageâ€™ are passed down the supply chain to subcontractors. The problem of long work hours in construction project work means that a single organisation (whether client or constructor) cannot adequately address the issue. This has led to public sector client organizations and private sector construction organizations to engage in a unique collaborative initiative to reduce work hours and, in doing so, enable health, wellbeing and gender diversity in the Australian construction industry."
"Mobile money and women’s decision-making power in India Credit; Microcredit; Financial Inclusion In this chapter, the authors use data from the Financial Inclusion Insights (FII) program to examine the association between mobile money and female decision-making power in India. Drawing on different proxies for female decision-making power, the authors show that awareness of, and the use of, mobile money is not sufficient to change behaviours and cultural norms. The authors argue that programs designed to encourage women to take up mobile money products will not be successful unless women actively utilise these bank accounts. The chapter provides some policy insights on how to promote empowerment using financial technologies in cash-based economies such as India."
"A water-based pressure casting method for transtibial prosthetic socket fit in developing countries Amputation; Lower Extremity; Prosthetic Fitting Many challenges are faced by large numbers of people with lower limb amputation in developing countries. Foremost are cost and access to skilled prosthetic services. Attempts have been made to develop socket fabrication techniques that require little or no prosthetic skill. This study investigated a water pressure casting technique (PCAST) to fabricate and fit transtibial (TT) prosthetic sockets. Ethics approval and informed consent were obtained. Fifty-three adults with unilateral TT amputation were recruited from VIETCOT (Hanoi). VIETCOT staff with ISPO category II qualifications fabricated and fitted the prostheses. Firstly, a cotton sock was placed over the residual limb followed by a plaster wrap. The participant stood with the intact limb on a weight-scale and placed the residual limb into a plastic bag-type diaphragm housed in a cylindrical tank filled with water until they stood normally with half body weight supported. Upon hardening a positive plaster model was made and a socket fabricated with a distal pelite cap. A polypropylene socket was then moulded and attached to ICRC prosthetic components and a rubber foot. The same person fabricated, fitted and aligned the prosthesis. Once a participant indicated satisfaction, the following tasks were completed: timed up-and-go (TUG), six-minute walk (6MWT), walking (GAITRite mat) and satisfaction questionnaire (SATPRO). These tasks were also completed after an extended usage period (146 Â± 28 days). Thirty-one of the participants were successfully fitted: fourteen fits failed, eight failed to return, withdrew or became deceased. SATPRO (n = 31) showed high levels of satisfaction (81%) on both test occasions. 6MWT increased by 28 m (p = 0.01) after the usage period. TUG, SATPRO and gait measures remained unchanged. A sub-analysis (n = 21) compared PCAST performance to original socket and prosthesis. No differences were found. In conclusion, the PCAST may assist people with TT amputation in developing countries."
"The long-term impact of the Vietnam War on agricultural productivity Infant Health; War Exposure; Child Health We present causal evidence of the long-term effects of the Vietnam War on household agricultural productivity. Using bombing intensity data and data on the intensity of Agent Orange and other chemical agents used during the War, we find that spatial differences in the intensity of the War can help explain differences in long-term household agricultural productivity. Our endogeneity-corrected estimates suggest that, in the long-term, a 10% increase in bombing intensity decreases rice productivity by 2.94% and total agricultural productivity by 3.21%. Results from a fuzzy regression discontinuity design suggest that Agent Orange intensity also had a negative effect on rice productivity. We find that economic production is a channel through which the intensity of bombing and Agent Orange have adversely affected long-term agricultural productivity, while social capital is a channel through which Agent Orange is linked to lower long-term agricultural productivity."
"Contingent Effect of Board Gender Diversity on Performance in Emerging Markets: Evidence from the Egyptian Revolution Director; Corporate Governance; Board Independence The 2011 Egyptian revolution was associated with significant political and social upheaval, followed by societal changes and attempts by policymakers to reduce the marginalisation of women and promote their inclusion in the economy. Drawing on this background, the authors compare the effect of board gender diversity before and after the revolution. Results indicate that gender diversity in corporate boards is coupled with improvements in firm performance in the immediate post revolution phase. This evidence provides insights into the contextual factors related to diversity and performance relationship and supporting arguments for regulatory changes to further encourage womenâ€™s representation on boards."
"The Distribution of Artistic Human Capital – A Typology Building Approach Agglomeration Economies; Creative Class; China Artists have long been understood to play a vital role in local communities. Our intent is to develop a deeper understanding of the distribution of artistic human capital; specifically, the extent to which particular patterns of co-location exist across Australia. We find little evidence of patterns by type of artistic human capital. Interestingly, however, our analysis does reveal a form of grouping that enables us to prescribe a typology based on the degree to which the number of types of artistic human capital resides. Using this typology we explore differences among states and regions across Australia."
"Mapping informal settlement indicators using object-oriented analysis in the Middle East Remote Sensing; Informal Settlements; Building Density Mapping informal settlements is crucial for resource and utility management and planning. In 2003, the UN-Habitat developed a process for mapping and monitoring urban inequality to support reporting against the sustainable development goals (SDGs). Informal settlement indicators are used as a framework to carry out image analysis, and include vegetation extent, lacunarity of housing structures / vacant land, road segment type and materials, texture measures of built-up areas, roofing extent of built-up areas and dwelling size. Object-based image analysis (OBIA) methods are recommended to identify informal settlements. This paper documents the application of OBIA to map informal settlements, drawing on the ontology of Kohli et al. (2012) and the indicators of Owen and Wong (2013) for a Middle Eastern city. Three informal settlements with different land use histories were selected to represent old and new informal settlements in the city of Jeddah, Saudi Arabia. Vegetation extent was the most successful indicator detected, with 100% producer accuracy and over 84% user accuracy, followed by the road network, with 84% producer and user accuracies in older informal settlements and 73% producer accuracy and 96% user accuracy across all case studies. Lacunarity of housing structures / vacant land was detected well in informal settlements. The texture measure indicator was detected using GLCMEnt(R) with low producer accuracy across all case studies. The roofing extent of the built-up area is detected with better producer and user accuracies than texture measures. The dwellings size indicator generally failed to distinguish formal from informal settlements. Informal and formal were distinguished with an overall accuracy of 83%. This research concludes that OBIA is a useful method to map informal settlement indicators in Middle Eastern cities. However, a generic ruleset for mapping informal settlements remains elusive, and each indicator requires significant localised â€˜tuningâ€™."
"Decent work for sustainable development in post-crisis Nepal: Social policy challenges and a way forward Welfare Regimes; Public Policy; Nepal Although the Decent Work agenda has received significant attention in the context of sustainable development, the formulation and implementation of appropriate social policies in developing countries remain an underexplored subject. This article responds to this gap and traces country-specific Decent Work related policies and programs in Nepalâ€”which is recovering from two major crises: a decade-long armed conflict that ended in 2006 as well as the 2015 earthquake. Drawing on Critical Policy Analysis framework, this article examines how key tenets of the International Labour Organisation's Decent Work platform, namely creation and provision of employment, social protection, social dialogue and rights at work have manifested in Nepal. The findings indicate that while attempts have been made to embrace the Decent Work agenda into social policies and programs, structural instability of political processes means that there is a lack of strategic directions to address a capacity deficit specific to the informal sector and outbound labour migrants. The article makes broader analytical contributions towards evaluating the implementation of social policies driven by the global priority in the context of developing nations with weak governance settings. In countries like Nepal, where the majority of workers are located within the informal sector and as such the administrative reach and effectiveness of Decent Work related social policies designed for the formal sector are limited."
"Indonesia in the spotlight: Combating corruption through ICT enabled governance Open Government; Transparency; E-Governance This paper puts Indonesia in the spotlight assessing the country's ability to combat corruption through ICT enabled governance. The research firstly tries to define governance through the different lens of intergovernmental organisations. This is followed by a comparative analysis of different situational characteristics of governance in developing and developed countries. The paper then explores the role of governance in Indonesia, highlighting the existing barriers, and potential drivers to the implementation of ICT in Indonesia. It is concluded that ICT enabled good governance needs to be in place to support the eradication of corruption in Indonesia. Corruption in Indonesia is considered systematic as the practice is prevalent across public organisations in the country. This study contributes to the information systems discipline by offering new insights into the issues of implementing ICT enabled open governance in developing countries such as Indonesia."
"“Splitting the bill” for conservation: Perceptions and uptake of financial incentives by landholders managing privately protected areas Easement; Private Lands; Landowners Globally, privately protected area (PPA) programs are increasing in size and number. Participating in a PPA program can be fiscally challenging for landholders (e.g., enrollment costs; potential reduction in land value; opportunity costs; costs of ongoing management). Government and nongovernmental organizations often offer financial incentives to landholders, in addition to nonfinancial incentives, to encourage program enrollment and ongoing biodiversity management. In Australia, where conservation covenanting programs have been ongoing for several decades, a diversity of financial incentives is available to landholders. We surveyed 527 conservation covenantors from three states in southeast Australia to investigate the uptake, use, experience and preference for financial incentives. Less than half of covenantors received a financial incentive to enroll, but most applied for some form of incentive after enrollment, predominantly to help with management costs. Covenantors identified challenges in accessing incentives, such as being unaware of funding opportunities or experiencing confusing application processes. We found land rates rebates to be the preferred financial incentive among covenantors, in part due to the perception that covenantors should not have to pay full rates on covenanted land. Our results suggest that while covenantors do not participate in PPA programs for financial incentives, effectively and efficiently deploying financial incentives can reduce the financial burdens of PPA management, potentially increasing the effectiveness of conservation efforts."
"Has the Evergrande debt crisis rattled Chinese capital markets? A series of event studies and their implications Sovereign Ratings; Credit Rating Agencies; Firm In response to the global concern of the Evergrande debt crisis, we document several findings of the crisis's contagion effect. First, although most real estate companies have strong financial fundamentals, the high default risk among large firms sends an alarming signal. Second, the spillover effect to peer developers is stronger in the credit market than in the stock market. Finally, the systemic financial risk of the banking sector remains low during the crisis. Overall, while there is a low probability of a wide-ranging financial crisis, a debt crisis in the real estate sector might be on the horizon."
"Mandatory integrated reporting disclosure and corporate misreporting Corporate Social Responsibility; Sustainability Reporting; Global Reporting Initiative Purpose: This paper aims to enrich our understanding of whether mandatory IR adoption lures firm into misreporting or forces them to reduce it. Design/methodology/approach: The empirical analysis is carried out based on the sample containing all publicly listed firms in South Africa. Many different rigorous econometric techniques are adopted to thoroughly evaluate whether corporate misreporting practices increase or decrease following the mandatory adoption of IR. Findings: The empirical results reveal that mandatory IR disclosure results in a decline in the misreporting practices of firms. The authors further find that as firms increasingly comply with the IR guidelines, especially with the â€œContent Elementsâ€ and â€œGuiding Principles,â€ their misreporting levels decrease. Research limitations/implications: This study has implications for a wide range of stakeholders, especially for regulatory authorities, international policymakers and regulators, as well as users of integrated reports of listed firms on the Johannesburg Stock Exchange (JSE). Practical implications: Regulatory authorities should be aware of misreporting determinants to set adequate and fitting corporate reporting standards that restrict the opportunistic behaviour of managers and amend IR guidelines to make them more comprehensible for integrated report preparers, therefore improves the implementation of IR. Social implications: This study sheds light on the current state and consequences of IR adoption in South Africa before and after the mandatory IR disclosure requirement, thus, international policymakers and regulators can refer to the critical aspects in our findings when considering whether to support IR mandatory adoption in their markets. Originality/value: This paper sheds light on the emerging debate over the usefulness of IR and the necessity of mandatorily adopting this new reporting framework. In addition, by showing that the mandatory adoption of IR significantly reduces corporate misreporting practices, we also contribute to the literature on corporate misreporting behaviour."
"Unpacking the meaning of resilience: the Tarnagulla community definition comparing to the literature Climate Change Adaptation; Urban Climate; Resilience In 2018, the Tarnagulla Alternative Energy Group in regional Victoria took steps to plan futures for their town and its local community that strengthened resilience to the many challenges in the area including those from climate change. Believing that â€˜anticipation strategies work against known problems, while resilient strategies are better against unknown problems' (IFRC 2012, p.5) the group turned to the RMIT Climate Change Transformations group to unpack the meaning of resilience as it related to the town and community. The purpose was to produce a locally-focused Resilience Action Plan. Despite an international consensus and media propagation of resilience as a silver bullet to address future uncertainties, the concept remains contentious and challenging to implement. This paper considers how the various framings of resilienceâ€”the â€˜conceptual' (in literature) and the â€˜operational' (in policy)â€”relate to the Tarnagulla community's lived experience and the implications. The comparison allows to unpack a mixture of the complexities in understanding the nature of values, preferences, expectations, capacities, contested knowledge, as well as, the uncertainties. Study findings show that communities are best placed to frame their resilience, collectively and from a â€˜systems' perspective, and that implementing actions, which may require radical change, hinge on a political voice and sustained support from policy makers."
