,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 7
266,Teaching Physical Education in this course you will be introduced to learning and teaching physicaleducation in primary schools and the central role movement plays in thehealthy development of the whole child you will develop skills and knowledgeabout motor development in primary school aged children engaging in a rangeof activities and methods  you will explore models which contribute to yourcapacity to teach teach physical education in diverse learning environments practical sessions are a key component of the course  assisting you to applytheory and knowledge of the physical education curriculum through play  games dance  movement and physical activity ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 11, SDG 16, SDG 17","school health classes for cancer prevention, pharmacy curriculum, community health worker training, community health worker programmes, health promoter training","comparative education, physical education, teaching and learning, veterinary education, nursing education","wash in schools, wash programmes, basic social services, hygiene practices, sanitation safety planning","practitioners, curriculum-making, training of trainers, professional development, teamwork","life-course, hospital schools, life cycles, construction materials, life-course perspective","language of instruction, building performance simulation, developing communities, housing programs, mobility of students and academic staff",,,,,"education policy formation, education policy, mental health services, educational policy, policy and programme guidance","millennium development goalspovertyeducationequitywomen, post-2015 education agenda, millennium development goals attainment, partnership, un decade of education for sustainable development","school meals programmes, primary care community nutrition, development aids, nutrition and hiv/aids, global health education","education poverty, educational poverty, diseases of poverty, eradicate poverty, poverty alleviation","girls education, female schooling, girls school experiences, gender and curriculum, safe motherhood programs",,
267,Macroeconomics 1 macroeconomic events and policies affect our daily lives this course willequip you with knowledge and skills to understand how the economy economy operates andto make sense of economic indicators such as economic growth  employment inflation  interest rates  government budget and exchange rates you willlearn how the government uses fiscal and monetary policy to manage theeconomy  and understand the role of technology  innovation andentrepreneurship in driving a country s economic d development the course willteach you how economists think about wellbeing and economic prosperity at anational and global level  which includes a consideration of economicinequality and environmental sustainability the course content will be highlyintegrated with real world applications  revolving around the keymacroeconomic issues currently faced by australia  the asian pacific region and the global economy economy in general by the end of the course  you will understand how the various components ofthe economy economy  work and interact with each other you will learn how to interpretand monitor key macroeconomic indicators and understand the implications ofchanges in economic conditions for businesses you will gain the skills tounderstand and evaluate government policy you will build the skills toaccess  analyse and present data  and understand the importance ofcommunicating economic concepts in way that is meaningful for businesses thispackage of skills and knowledge will be useful in the real world  whether youare in the role of an economist  analyst  consultant  investor  researcher manager or policymaker an understanding of the economy economy will also be valuablein your personal decision making as an everyday consumer  as a voter insociety  and as a participant in discussions on economic  social environmental and political issues in our community ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","obesity/epidemiology/economics, health services evaluation, living conditions, disabilities, health outcomes","education and policy, education outcomes, learning styles, education, learning metrics","basic social services, fuentes de agua, integration, sanitation/economics, approvisionnement en eau","evaluacion economica, economic evaluations, growth standards, economic conditions, working conditions","life cycles, social enterprises, economic development, technologies, professional organizations","social habits, citizenship, housing conditions, housing quality, indigenous economic development","life cycle, material recovery facilities, natural resources, recyclables, food waste","climate policies, climate policy, natural disasters, social footprint, climate change policy","fish species, irrigation techniques, marine resources, marine ecosystems, marine fisheries","forest ecosystems, forest ecosystem services, land productivity trends, land evaluation, community forestry","economic policy, health policies, development policies, national policies, public policies","coordinated policies, development goals, coordinated policy, sustainable development strategies, the millennium development goals","health and social policy, health and nutrition policy, food security indicators, livelihoods, food insecurity","education poverty, growth and poverty reduction, extreme poverty, diseases of poverty, educational poverty","equality, gender stereotypes, reproductive, economics of gender, gender inequalities","human development indicators, economic inequality, development indicators, income levels growth, economic disparity","renewables, woodfuels, energy security, energy pathways, energy indicators"
268,"Nutrition, Health & Disease this course is designed to provide you with a knowledge of practical aspectsof nutrition the focus of this course is on the inter relationship ofnutritional imbalance  deficiency or excess  and western lifestyle associateddiseases  including obesity  type ii diabetes  heart disease and somecancers  this course will also provide you with an understanding ofnutrition gene interactions  the gut microbiome and mental health  and thenutritional aspects of vegetarian diets you will also learn to assessnutrition websites  review the literature on a variety of nutritional issues gain experience in public speaking and working in teams  and learn how towrite precise evidence based summaries on nutrition topics ","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","healthy diets, public health nutrition, quality improvement and health systems strengthening, gestational diabetes, community health worker programmes","nutrition education, nursing education, nutrition training, education and child health, education outcomes","improved sanitation coverage, drought, basic social services, integration, water safety plans","child health surveys, professional development, quality of working life, tourism and development, training of trainers","life-course, life-course perspective, supply chain of artemisinin, life cycle assessment, construction management","community-based disability workers, road traffic injuries, language of instruction, road accidents, densities","food supply, food waste, life cycle, material recovery facilities, affordable assisted reproduction treatment","focused prenatal care, natural disasters, certification, donors, birthweight","nutrition-sensitive fisheries, marine pollution abatement and ambient water quality improvement, marine biodiversity conservation, river blindness, marine fisheries","biodiversity research network, agriculture and food security, drought, biodiversity indicators, conflict ecology","nutrition programs, nutrition programmes, nutrition governance and management, maternal health programs, nutrition policy","millennium development goalspovertyeducationequitywomen, partnerships, post-2015 health development agenda, product development partnerships, partnership","primary care community nutrition, food nutrition, child nutrition disorders/epildemiology/economics, infant nutrition, nutrition disorders","child nutritional status, education poverty, diseases of poverty, educational poverty, poverty eradication","womens dietary diversity score, mothers, benin, womens health issues, women and childrens health, womens and childrens health","human development indicators, health outcome inequality, immunization coverage disparities, human development index, delivery of health care/organization and administration",
269,"Legal Cons AI,Big Data & Block This course provides you with the opportunity to engage with and analysecurrent legal issues in frontier digital business environments and apply theselearnings in contemporary organisational contexts. This course embeds a case-study pedagogy to explore AI, Big Data and Blockchain technology (includingcryptocurrencies and other crypto assets), and the applications of thesetechnologies. The case studies will prompt you to identify, analyse andcritique legal and ethical considerations for blockchain-enabled businessesincluding in the areas of cyber security, intellectual property, privacy,corporate and organisational structures, and dispute resolution. The coursecontent draws on Australian and international comparative materials whereappropriate.","SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 10, SDG 16, SDG 17","health systems challenges, disability studies, impoverishment risks and reconstruction model, disabilities, intellectual disabilities","university : enterprise cooperation, educational transitions, teachers professional development, education management information systems, education inequalities",,"work opportunities, entrepreneurship, professionalisation, professional development, organizational issues","technologies, technological innovations, technological capabilities, technology gaps, trade-offs and synergies",,,,,,"conservation opportunity areas, educational policy, legislative gaps and challenges, conflict management, education policy formation","product development partnerships, the millennium development goals, terms of partnership, partnerships, millenium development goals","technology-poor contexts, child nutrition disorders/epildemiology/economics, school meals programmes, vulnerable groups, livelihood improvement",,,"disadvantaged areas, equality of opportunity, disparities, distributional problems, immunization coverage disparities",
270,Therapeutics for Nursing 1 this course introduces the concepts required to understand pharmacodynamicsand pharmacokinetics  drug schedules  the legislative framework and relevantroles and responsibilities of the nurse and other members of the healthcareteam in the administration of therapeutic substances promotion of the qualityuse of medicine  safe practice in nursing medication administration as well asthe nurse s role in promoting health literacy for the consumer   patient areconsidered your knowledge and skills in nursing monitoring and reporting foreffect and side effects of therapeutic agents will be developed ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 15, SDG 16, SDG 17","clinical pharmacology, clinical practice guidelines, healthcare professionals, pharmaceutical medicines, health planning guidelines.","teachers professional development, academic responsibilities, master of nursing, midwifery education, nursing education","diarrhoeal diseases, basic social services, hygiene practices, improved sanitation coverage, hygiene","practitioners, health care workforce, public health nurses, health extension workers, professional development","life-course, life expectancy, technologies, primary healthcare facilities, hospital schools","midwives, community-based disability workers, language of instruction, community-based midwives, expatriates","material recovery facilities, life cycle, material recovery, environmental compliance, recyclables",,,"phenolic compounds, land degradation neutrality, artemisia annua agrotechnology, crop residues, vegetation recovery","health governance, health sector reforms programme (hsrp), policy sciences analytical framework, development policy framework, governance of research for health","partnership, partnerships, post-2015 health development agenda, aids, product development partnerships","primary care community nutrition, school meals programmes, nutrition and hiv/aids, nutrition disorders, nutrients",,"women and childrens health, woman health, women health, women health, womens and childrens health","delivery of health care/organization and administration, duty of consultation and no-harm rule, human development indicators, health care disparities, planetary stewardship",
271,Chinese Medicine Theory 2 chinese medicine theory 2 is a one semester course that covers four diagnostictechniques  various differentiation methods and skills for analysing andwriting up a case record from a chinese medicine perspective the courseprovides you with knowledge and skills to apply to cases in a clinicalsetting this course will build a foundation for you to undertake clinicalstudies the theory and practical skills learnt from lectures will bebroadened by providing many case studies  group discussions and tutorialsincorporating audio visual learning ware and self directed learning with thesupport of online learning learning this course is designed to build the foundationneeded for you to undertake clinical studies  and to develop diagnostic skillsthat you can apply in clinical practice ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 11, SDG 12, SDG 14, SDG 15, SDG 16, SDG 17","clinical practice, clinical practice guidelines, life course epidemiology, clinical trials, guias de practicas clinicas","learning styles, comparative education, midwifery education, nursing education, training","basic social services, hygiene practices, integration, sanitation safety planning, wash in schools","organizational studies, practitioners, training of trainers, organizational capacity development, professional development","hospital schools, life-course, technologies, laboratory medicine, professional organizations","building performance simulation, social habits, language of instruction, midwives, mobility of students and academic staff","material recovery facilities, sustainable practices, reutilisation des eaux usees, life cycle, informal recycling",,"irrigation techniques, marine areas, marine protected area networks, marine fisheries, marine","biodiversity research network, land productivity trends, minerals, biomedicine, habitat","mental health services, health research institutions, health research systems, education policy formation, gouvernance","partnership, partnerships, aids, un general assembly special event, habitat iii","dietary patterns, school meals programmes, primary care community nutrition, dietary guidelines, livelihood improvement",,"girls school experiences, female schooling, girls education, safe motherhood programs, women and development",,
272,Case Studies in Urban Design case studies in urban design introduces you to the processes of design andimplementation for complex urban design projects structured through a seriesof analytical and critical investigations   case studies   this courseprovides an opportunity for self directed research into key urban projectslocally and internationally each case study uncovers the design ambitions  historical or theoreticalprecedents  economic drivers  political agendas  regulatory frameworks orother pertinent narratives underpinning the chosen project  presented througha written and visual document the course aims to expose you to the detailed  multidisciplinary workings ofurban design practice through self directed research  and develop acomprehensive yet practical disciplinary knowledge applicable to future designpractice ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 15, SDG 16, SDG 17","clinical trials, clinical research, clinical practice, disability studies, clinical practice guidelines","education planning, learning and research, education outcomes, education for sustainable development, teachers professional development",,"organizational studies, development work, work opportunities, professional development, organizational capacity development","life cycle design, life cycles, intrastrure planning, construction materials, life cycle analysis","developing communities, cities and sustainable development, buildings, housing design, community development","life cycle, sustainable practices, material recovery facilities, material reuse, reutilisation des eaux usees",,,"biodiversity research network, land development phase, land productivity trends, land evaluation, flex crops","development organizations, health research systems, health research institutions, responsible research and innovation, development principles","product development partnerships, development goals, case management, partnership, sustainable development planning","development aids, school meals programmes, livelihood improvement, development food, livelihoods",,"safe motherhood programs, girls school experiences, women and development, safe motherhood program, women in development","development coordination, human development, human development report, development planning, human development index",
273,Clinical Immunology this is a comprehensive introduction to the study of clinical immunologydesigned for undergraduate biomedical science students you will be introduced to basic principles and mechanisms of immunity  withkey cells  tissues and processes of the immune system explored you will learnthe fundamentals of innate  b cell  and t cell based immune responses  immunekinetics and immune regulation you will then apply these basic principles tothe real world  exploring infection  vaccination  autoimmunity  tumourimmunology  transplantation and immunodeficiency you will identify basic principles of immunity that impact on diagnosis ofcase studies in workshops your practical work will concentrate on methods that utilise basic immuneprinciples to diagnose human disease or test immune function you will developbasic skills necessary for clinical immunology testing in a diagnosticlaboratory and apply critical thinking to solve clinical related questions you will develop a sound foundation for further study and professionalpractice in immunology and associated laboratories the course requires you tointegrate your knowledge of immunology with other study areas includinganatomy  physiology  biochemistry and genetics it also provides a soundfoundation for further study in haematology  blood transfusion science andpathology ,"SDG 2, SDG 3, SDG 4, SDG 6, SDG 10, SDG 13, SDG 16","human immunodeficiency virus, supplemental immunization activities, life course epidemiology, clinical epidemiology, expanded program on immunization (epi)","internationalization of teaching, international education, international development education, basic education, medical education","improved sanitation coverage, basic social services, hygiene practices, approvisionnement en eau, integration",,,,,"paris principles, environmental changes, natural disasters, paris declaration, certification",,,"biomimetics, unicefs immunization program, immunization programs, institutions, primary health care/organization and administration",,"nutrition and hiv/aids, international code of marketing of breast-milk substitutes, development aids, child nutrition disorders/epildemiology/economics, dietary guidelines",,,"immunization coverage disparities, human development index, human development indicators, human development, essential interventions",
274,Research Project 3 in this course you will develop your scientific research methods and skillsand undertake your research project under the guidance of your supervisor you will    learn information and data acquisition skills and experimental techniques required to undertake an intensive research project develop skills in experimental design and project planning undertake appropriate laboratory inductions and training as required by rmit university and government legislation develop an understanding of the ethics and approval requirements needed for your research project collect  interpret and analyse primary data relating to your research project develop skills in health and science communication,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 12, SDG 15, SDG 16, SDG 17","clinical research, health information systems project, health systems research, perinatal mental health project, quality improvement and health systems strengthening","learning and research, education management information systems, academic responsibilities, education planning, teachers professional development","basic social services, improved sanitation coverage, sanitation safety planning, water infrastructure planning, integration","organizational capacity development, organizational studies, quality of working life, curriculum planning, professional development","construction materials, technological innovations, construction management, primary healthcare facilities, professional organizations",,"material recovery facilities, affordable assisted reproduction treatment, material stock, life cycle, environmental compliance",,,"biodiversity research network, land productivity trends, plant genetic resources treaty, kedarnath wildlife sanctuary, flex crops","health research institutions, health research systems, governance of research for health, health policy and systems research, health research policy","millennium development goalspovertyeducationequitywomen, partnership, millennium development goals attainment, partnerships, millennium development goals description","primary care community nutrition, food provisioning, food and nutrition security, food security and nutrition, food security indicators",,"female community health volunteers (fchvs), girls education, girls school experiences, safe motherhood programs, saving mothers and newborns initiative","human development indicators, development coordination, human development report, intersectoral coordination, human development index",
275,Pharmacy Practice 3 pharmacy practice 3 further develops the knowledge  behaviours and skillsintroduced in pharmacy practice 1 and pharmacy practice 2 in this course you will learn how to assess and safely dispense aprescription  and how to counsel a patient about their medicines you willdevelop an understanding of pharmacy legislation and management you will extend your knowledge of minor health conditions presented in aprimary care setting you will be introduced to the process of medicationreview  including obtaining the best possible medication history  advisingpatients and communicating findings with relevant health professionals you will be introduced to the concepts of social accountability and itsimportance in developing healthier societies the second work integrated learning  wil  activity of the program is locatedwithin this course and will occur in a community pharmacy setting you willreflect on your experiences during the placement to inform your ownprofessional development note  study abroad program students will be exempted from work integratedlearning activities if you have a long term medical condition and or disability you should contactthe program coordinator or equitable learning services for further advice students need to be able to meet the inherent requirements of the program at any time prior to or during your placement if there are concerns raisedrelated to your fitness to practice the clinical coordinator can request thatyou gain full medical clearance to continue your placement work integrated learning   students enrolled in this course will be required to undertake placement aspart of the assessment of the course a number of requirements must be met bystudents to ensure eligibility for placement further details on each of theseare available in part b of the course guide and on myrmit national police check   working with children check   immunisation declaration form   hand hygiene certificatestudents enrolled in this course will be required to undertake placement aspart of the assessment of the course a number of requirements must be met bystudents to ensure eligibility for placement students are responsible for anyexpenses associated to attending professional placement these costs mayinclude  but are not limited to the following  uniform  police checkapplication  first aid training  travel  accommodation and vaccinations further details on each of these are available on myrmit placement agreements  placement agreements between rmit and the placement organisation are in place any information required by students contained in the agreement is availableon myrmit or inplace national police check  students are required to apply for a national police record check in each yearthat a placement is to be undertaken in some cases students may be requiredto obtain an additional police check during the year where an organisationstipulates a shorter time period for the issue of the police check where a student has a disclosable outcome recorded on their police checkcertificate  the placement coordinator or wil coordinator will make contactwith the relevant placement organisation to confirm eligibility to attend theplacement it is important to note that a disclosable outcome may prevent astudent from accessing suitable  or any  professional placement s  and maytherefore be delayed or prevented from satisfactorily progressing through theprogram students are required to advise the school in a timely manner of any change totheir criminal record during the academic year in the case of a change students are required to apply for a new national police record check ifplacements for that year are still to occur working with children check  a current working with children card  wwcc  must be held by the student students are required by law to list rmit as an organisation with who you willbe undertaking child related volunteer work where a student receives anegative notice for their wwcc  the placement coordinator or wil coordinatorwill make contact with the relevant placement organisation to confirmeligibility to attend the placement a negative notice means you cannot engagein child related work under any circumstance it is important to note that anegative notice may prevent a student from accessing suitable  or any professional placement s  and may therefore be delayed or prevented fromsatisfactorily progressing through the program immunisation declaration form  students are required to submit the school s immunisation declaration form asevidence of vaccinations and immunity this form must be completed and signedoff by a medical practitioner hand hygiene  students are required to provide evidence of completion of a hand hygienecourse ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 16, SDG 17","clinical pharmacy, pharmacy curriculum, clinical pharmacology, clinical practice guidelines, life course epidemiology","patient education, medical education, learning styles, medical students, learning metrics","hygiene practices, hygiene, diarrhoeal diseases, sanitation business, sanitation chains","practitioners, registered nurses, public health nurses, health care workforce, pediatrics","hospital schools, pediatrics, professional organizations, supply chain sustainability, pediatric","expatriates, social habits, professional society, housing programs, midwives",,,,,"safe delivery care policy, nutrition programs, privacy laws, health program, public health practice","habitat iii, partnership, partnerships, aids, product development partnerships","primary care community nutrition, school meals programmes, livelihood improvement, food chain, nutrition and hiv/aids",,"girls school experiences, girls education, womens literacy programmes, female schooling, girls enrolment","health care disparities, planetary stewardship, immunization coverage disparities, delivery of health care/organization and administration, official aid for health provision",
276,Developmental Psychology your learning associated with this course is designed to focus on a number ofareas of human development throughout the lifespan these areas includeperceptual motor  psychosocial and cognitive development historical issues current perspectives  environmental factors and the major research designsused in developmental psychology will also be considered during this courseyou will progress through the lifespan  addressing the major areas ofdevelopment you will commence with an emphasis on development from infancythrough to adolescence issues related to adulthood  old age  death and dyingwill then be considered this course will extend your knowledge of concepts asidentified in the core content areas  your capacity to critique reporting ofpsychological research and your academic literacy and communication skills ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 16, SDG 17","school health classes for cancer prevention, basic education, perinatal mental health project, pharmacy curriculum, disability-adjusted life years","nursing education, education planning, comparative education, adult learning and education, education for all","basic social services, water safety plans, wash programmes, sanitation safety planning, water infrastructure planning","organizational capacity development, quality of working life, professional development, organizational studies, work opportunities","life-course, life-course perspective, life cycles, life expectancy, construction materials","language of instruction, language in development, developing communities, housing programs, knowledge societies","life cycle, material recovery facilities, obsolescence, agricultural pathways, affordable assisted reproduction treatment","focused prenatal care, natural disasters, paris principles, birthweight, adaptation pathway",,,"maternity services, education policy formation, mental health services, national development planning, nutrition programs","millennium development goalspovertyeducationequitywomen, un decade of education for sustainable development, history of millennium development goals, millennium development goals attainment, millenium development goals","school meals programmes, development aids, child nutrition disorders/epildemiology/economics, primary care community nutrition, development food","education poverty, educational poverty, poverty life, poor resilience, social protection","girls education, womens literacy programmes, safe motherhood programs, girls school experiences, women and development","human development indicators, human development, human development index, development coordination, human development report",
277,The Foundations of Entrepreneu this foundational course focuses on introducing you to the underlying conceptsand principles that explain entrepreneurship after completing this course you will have examined the personal characteristics and skillsets that make upa successful entrepreneur and explored the resources required for a successfulentrepreneurial journey this course is focused on helping you to develop anentrepreneurial mindset  which will enable you to create innovative ideas thataddress commercial  social and environmental problems you will develop yourown creative abilities and an alertness to the volatile  uncertain  complex ambiguous  and hyper connected  vucah  environment around you you will usethese skills to seek out entrepreneurial opportunities and to evaluate thefinancial  environmental and social impact of entrepreneurial ventures ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health-related millennium development goals, health systems challenges, quality improvement and health systems strengthening, skill birth attendants, treatment outcomes","education outcomes, educational transitions, leadership education, teachers professional development, education planning",,"work opportunities, entrepreneurship, professional development, quality of working life, organizational capacity development","social entrepreneurship, life-course, technologies, construction materials, professional organizations","cities and sustainable development, road accidents, community development, developing communities, infants","material recovery facilities, life cycle, natural resources, material recovery, material efficiency","natural disasters, clients satisfaction, adaptation pathway, natural disaster, donors","fish species, marine ecosystems, marine resources, marine areas, marine ecosystem","forest ecosystems, forest ecosystem services, land productivity trends, crop productivity, land development phase","development principles, development organizations, education policy formation, development policies, organisation for economic co-operation and development development assistance committee (oecd dac)","the millennium development goals, history of millennium development goals, un development strategies, development goals, product development partnerships","development aids, livelihoods, school meals programmes, nutrition and hiv/aids, livelihood improvement",,"women and development, womens literacy programmes, saving mothers and newborns initiative, men and boys, mothers, benin","human development indicators, development indicators, equality of opportunity, human development, development impact","energy pathways, energy development, energy transitions, energy systems, woodfuels"
278,Eco-tourism for this course  sustainability of the global travel and tourism industry isexamined through the lenses of certifying organisations  local destinations and multinational stakeholders we will examine the economic  socioculturaland environmental effects of international tourism and hospitalityestablishments and understand the interconnectedness the course is designedto help students understand the main principles and practices for sustainabletourism   hospitality development at the local  regional  national  andinternational level you will be introduced to a series of tools to operateand manage tourism  hospitality services and destinations with sustainability case studies will be used to highlight examples of sustainability practicesfrom around the world international standards and indicators of sustainabletourism practices will also be introduced ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health services accessibility, quality improvement and health systems strengthening, health services evaluation, non-governmental organizations health systems strengthening, health care services","education for sustainability, education for sustainable development, sustainable development education, higher education for sustainable, teachers professional development","improved sanitation coverage, sustainable sanitation, hygiene practices, wastewater management, wastewater treatment plants","sustainable tourism, nature-based tourism management, smart tourism, green tourism, socio-economic sustainability","corporate sustainability, supply chain sustainability, sustainable industry, sustainable infrastructure, sustainable business model","community-based tourism, cities and sustainable development, convention for the safeguarding of intangible cultural heritage, neighbourhood sustainability assessment, neighborhood sustainability assessment","sustainable practices, sustainable management, material recovery facilities, sustainable production and consumption, sustainable consumption and production","sustainability footprint, natural disasters, certification, climate-related disasters, climate resilience","fish species, coastal and marine fisheries, marine pollution abatement and ambient water quality improvement, rights-based fishery management, marine fisheries","agriculture and food security, forest ecosystem services, community forestry, biodiversity indicators, sustainable forest management","cultural sustainability, governance for sustainability, sustainability governance, culturally sustainable development, sustainability policy","indicators of sustainability, sustainable development strategies, indicators of sustainable development, regional sustainable development, sustainable development indicators","sustainable food systems, sustainable diets, agriculture and environment, sustainable food production, agriculture and food",,"womens dietary diversity score, womens literacy programmes, international womens rights frameworks, girls education, girls school experiences","debt sustainability, financing for sustainable development, human development indicators, inequality, discrimination","woodfuels, sustainable energy investments, renewable and sustainable energy, electrical energy storage (ees) technologies, renewables"
279,Cardiorespiratory Biology this course will undertake a comprehensive examination of the humancardiovascular and respiratory systems in both health and disease knowledgeof the pathophysiological processes will be used to develop an understandingof the symptoms observed in patients suffering from common disorders such ashypertension  atherosclerosis  asthma  and chronic obstructive pulmonarydisease and an appreciation of different approaches to treatment includinglifestyle changes and pharmacological intervention ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 10, SDG 16, SDG 17","quality improvement and health systems strengthening, communicable disease prevention and control, life course epidemiology, health services evaluation, chronic kidney disease prevention","educational intervention, learning approaches, education and child health, vocational education and training, health education","approvisionnement en eau, diarrhoeal diseases, hygiene practices, improved sanitation coverage, hygiene","quality of working life, child health surveys, health care workforce, public health nurses, paediatrics",,,,,,,"health sector reforms programme (hsrp), climate for evidence informed health system policymaking, governance of research for health, health policy and programmes, health policy and systems research","realisation des omd, post-2015 health development agenda, post-2015 health agenda, history of millennium development goals, monitoring mdg progress","development aids, primary care community nutrition, nutrition and hiv/aids, health and nutrition policy, dutch disease","diseases of poverty, poverty alleviating, poverty alleviation, educational poverty, poverty eradication","women and childrens health, womens and childrens health, womens health issues, womens health, womens health","delivery of health care/organization and administration, health outcome inequality, official aid for health provision, planetary stewardship, health care disparities",
280,Supply Chain Technologies in this course you will explore the significance of information utilisationand sharing in supply chain management the course will cover how proper useof real time information can help reduce inventory  lead time  cycle time  andother wastes in the supply chain and enhance overall efficiency andresponsiveness the use of information in this way relies heavily on computerhardware and software  particularly information technology developed aroundthe internet the rationale behind the migration from traditional supply chain to e supplychain  and the approach to implementing e supply chain using availabletechnologies will be a major theme in the course ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 12, SDG 16, SDG 17","health supply chain management, health management information systems, life course epidemiology, health knowledge management, community health worker programmes","education management information systems, online macromarketing course, education measurement, accelerated course, household education strategies",,"organizational capacity development, expenditure patterns, quality of working life, employability, work opportunities","life-course, supply chain management, supply chain sustainability, life-course perspective, supply chains",,"material recovery facilities, material efficiency, life cycle, waste management strategy, food supply",,,,"safe delivery care policy, policy and programme guidance, education policy formation, educational policy, health policy and programmes","case management, aid efficiency, millennium development goals attainment, fifth millennium development goal, millennium development goal time trend (1990-2015)","food supply chain wastes, food security indicators, food chain, school meals programmes, primary care community nutrition",,"girls education, girls enrolment, womens literacy programmes, girls school experiences, female labour market participation","distributional problems, delivery of health care/organization and administration, planetary stewardship, health care disparities, distribution",
281,Principles & Practice WHS the course provides an introduction to the concepts of work place health andsafety  and the historical influence on the perception of risk the course provides a basic understanding of work place risk management risk is discussed within a context involving people  tasks  equipment  the environment and the organisation models of injury and ill health causation are explored the course explores systematic risk management processes of hazard identification  evaluation and control in order to manage the risk of damage  injury and or disease   ohs management systems and their effectiveness are introduced ,"SDG 3, SDG 4, SDG 9, SDG 10, SDG 16, SDG 17","quality improvement and health systems strengthening, communicable disease prevention and control, life course epidemiology, school health classes for cancer prevention, non-governmental organizations health systems strengthening","education management information systems, education and child health, preservice education, teachers professional development, comparative education",,,"life-course, life-course perspective, construction management, life cycle design, intrastrure planning",,,,,,"education policy formation, primary health care/organization and administration, policy and programme guidance, safe delivery care policy, health policy and programmes","millennium development goals attainment, millennium development goalspovertyeducationequitywomen, millennium development goals policy response, millennium development goals description, un decade of education for sustainable development",,,,"delivery of health care/organization and administration, planetary stewardship, duty of consultation and no-harm rule, human development indicators, distributional problems",
